,OWNER_USER_ID,REFERRED_USER_ID
0,27851489,21845462
1,284008308,209872984
2,26950190,201998389
3,27749120,221215566
4,23754009,26766068
5,204046318,274185405
6,214194927,245260799
7,292597276,23581423
8,28919319,24982378
9,231503821,211557583
10,20827255,201070241
11,23394781,297012397
12,211207559,213382921
13,23220241,29471201
14,271050585,291679982
15,29953787,28952471
16,2811415208,2911502707
17,24852255,28948296
18,22520959,259068464
19,26330957,25368252
20,237878518,248714276
21,25807876,232238861
22,211063748,201443733
23,238893854,209065535
24,28458550,20743851
25,231067720,288190638
26,274666009,293784456
27,2883860,204427270
28,251112988,24503966
29,262431889,223300214
30,241579827,263933832
31,2821822,201058658
32,21297090,241547418
33,261692645,252990262
34,25328227,203360148
35,203672318,233676151
36,203030082,249815460
37,29818995,2011780609
38,11868799,29550597
39,27377910,26417363
40,2528805,2943774
41,212199135,272550055
42,22549263,25459065
43,241651683,202511264
44,231041967,293732877
45,257113963,277245160
46,22271188,26273184
47,281247996,276744569
48,24907806,26952386
49,2366204,281424247
50,27434185,261701685
51,1794878,211668005
52,22549263,29118146
53,27434185,273909499
54,22549263,211103539
55,20827255,29109787
56,223208199,223419166
57,22549263,161223042
58,291353866,201354015
59,201646595,221694312
60,26577668,29306338
61,25413659,221449161
62,26232328,261800655
63,13964067,221147178
64,28727554,28727554
65,263536702,213537732
66,291191043,231325500
67,2485318,241188782
68,213666499,17218228
69,211229637,221201861
70,253595179,244004583
71,24190081,281058340
72,28596077,21952531
73,261524000,253101594
74,261202595,263532541
75,2711797602,2810671826
76,22336041,241099945
77,261538327,261878586
78,201213675,231190837
79,2354836,21980276
80,251734703,251734558
81,26239153,264515435
82,27390574,29537146
83,242150064,272476461
84,285859918,257201858
85,21992158,27992945
86,252998641,292695471
87,25911902,27954539
88,22351719,26352399
89,251220118,241186827
90,266170912,25946683
91,2275498,248540323
92,23945703,273307941
93,291045757,201172980
94,284800218,217739957
95,246277509,246850445
96,242079408,286970021
97,291976078,256452093
98,20607707,271052136
99,24335939,241051506
100,24525782,26507644
101,206518742,246998132
102,29416079,211797621
103,231053326,281057943
104,29755195,291254376
105,2814707,289119
106,24515190,251712643
107,29602411,251979744
108,2315165,2118558
109,28576409,21576432
110,211577785,261567995
111,29602411,211240378
112,22783732,20951824
113,281436525,251375324
114,23432968,26794564
115,22203442,253468252
116,27559403,27559350
117,22549263,291272469
118,292110862,282445614
119,27709277,231118900
120,22391273,29675222
121,221946527,211945193
122,241668168,221762806
123,27362519,23261003
124,281922558,237809577
125,22738786,251032938
126,241927370,212389098
127,2895913,27696349
128,25860759,221912646
129,23919880,291155615
130,25993249,211004373
131,28124733,278558861
132,213510710,243555454
133,27268528,24832520
134,26738515,211002687
135,22549263,25731561
136,253102475,292395160
137,2037367,2237628
138,291534006,235893232
139,261533491,211537405
140,21615535,282333764
141,261764561,222712583
142,29513244,271003329
143,25262064,202493716
144,271210211,241219181
145,20827255,241020939
146,231010493,211387649
147,211749041,253442984
148,271852383,201119101
149,222173132,232639489
150,251020857,233254835
151,27434185,238174897
152,27282015,261236292
153,218079529,291471082
154,24512932,28645517
155,292134394,2840415
156,22549263,291206450
157,20820264,243598811
158,28694707,20976510
159,20140583,20237658
160,211044729,261063558
161,191056481,29581087
162,27639413,211291615
163,255800419,277159769
164,191746667,211063067
165,201131069,287780673
166,20827255,241005298
167,248471938,229200061
168,28203512,2310783991
169,226220455,236851182
170,261084564,212321394
171,22549263,251249330
172,261158327,281164640
173,233168297,222891012
174,272227713,256562398
175,25673947,211013189
176,282888481,262888807
177,211691925,25292431
178,221119783,221115752
179,251121006,29294854
180,231327688,281326374
181,261798471,214497519
182,291316715,281184739
183,28686066,257912774
184,23921066,207520684
185,2256966,27916274
186,29917363,201129751
187,262623662,282635192
188,27793908,26461747
189,245453933,215852974
190,265942448,267454043
191,252441546,277184986
192,293482336,214979730
193,277769503,294094358
194,243129543,243280132
195,25615553,28847227
196,2212613,2217438
197,283592033,273606369
198,266869462,288909266
199,203030082,23987149
200,221075350,241207082
201,235459848,237792849
202,2424676,224190243
203,241559320,201634591
204,2811415208,2911835946
205,27279641,291729098
206,211704139,273195719
207,26692026,252467399
208,22549263,241490856
209,233982321,244079599
210,22549263,251262873
211,21917231,267092228
212,221701019,24522095
213,253220476,2912366465
214,271852383,281123992
215,236742177,297832180
216,271704222,282545657
217,201344570,251444154
218,292423584,2567527
219,231081175,231157015
220,287114928,258136790
221,224902263,249598583
222,251052427,283852057
223,297304988,277427292
224,20153534,22676990
225,24880646,289632736
226,21413548,283229200
227,223326164,275024543
228,291440785,271449070
229,24965265,28927671
230,2490879,2136615
231,21105626,181366989
232,20827255,20906402
233,261156309,281156318
234,201179635,267689943
235,291524174,213123975
236,213507286,295868617
237,2366204,201503064
238,111155564,26584151
239,268377112,249925158
240,231634975,226725246
241,263060090,211428754
242,243820658,205129893
243,25775278,25819551
244,231004820,233809677
245,281549567,288166963
246,271318490,241424481
247,24832714,211333051
248,295217528,246480044
249,241210069,291218114
250,283291003,2312655228
251,291240967,279013393
252,241286195,247226861
253,23750803,26680048
254,22825417,292407121
255,20830370,221030936
256,2810148,201832979
257,2366204,251348118
258,28221983,273559424
259,22389636,23828763
260,22549263,272632561
261,241210069,221257843
262,21385397,291190793
263,22964021,261596469
264,2211561,2020198
265,24908016,221711419
266,21678843,288730872
267,266909216,2012275262
268,29664662,21987905
269,202578259,262627622
270,2814836,2073413
271,26361114,21554861
272,26580774,2992158
273,21703077,251747138
274,27504976,231060119
275,27520131,251720468
276,26137837,25770948
277,22549263,263143651
278,29602411,282361344
279,20243471,28731014
280,24463624,25511577
281,26345759,28416377
282,275348817,286538197
283,22549263,24256402
284,241203532,261547565
285,29602411,162709538
286,23545777,2271635
287,231682465,2368633
288,231645423,282189395
289,226064119,249863967
290,261473717,261754017
291,284191729,214913454
292,20664249,223593781
293,20171768,281170448
294,253532511,237656169
295,241932431,213739623
296,211346211,201397885
297,2521958,23193122
298,111016667,231146034
299,221701019,201737257
300,223150794,21891723
301,22549263,25246711
302,27631544,29688313
303,101034942,28581912
304,22707026,203469241
305,20590032,221602715
306,201509564,287385673
307,22747982,20747986
308,231792617,281792736
309,232216423,223482912
310,23349662,211497059
311,292597276,273042179
312,2366204,243627769
313,271852383,25176294
314,28970011,261312613
315,211108181,204243159
316,272141716,224433214
317,283484131,287655548
318,241210069,251058171
319,23689647,271213398
320,211721516,2110292161
321,291096110,241486753
322,233332704,206942062
323,27577984,20601109
324,2752222,24922693
325,291485437,29839838
326,28791185,231225003
327,22919561,201328684
328,2810257294,204093395
329,271598799,241598959
330,251067511,211039850
331,10389071,256120911
332,223256411,203625651
333,221460810,291464549
334,20111923,23184812
335,225992270,258286340
336,2370520,22640617
337,20465447,216417336
338,25204552,223533327
339,25871282,271070395
340,241990276,253028829
341,2410118025,289442908
342,201356553,243759720
343,20280954,274152877
344,291961461,214010439
345,22549263,221768953
346,11779419,23760315
347,252221021,246585989
348,231706950,291755079
349,203510634,2011652799
350,262088373,243761541
351,234345902,225485371
352,201961991,224596247
353,231175173,271220281
354,22549263,249610701
355,22549263,221663721
356,241819643,242251205
357,231134873,281746125
358,255066202,255550930
359,232238625,212235851
360,27267628,27267628
361,266909216,281761767
362,209772816,228888320
363,293094975,246930918
364,211773633,213179386
365,27912158,273306112
366,21757440,231221243
367,29658671,235028854
368,251421528,242133988
369,29769637,274303601
370,26555410,29556905
371,20465704,24465475
372,29529867,29529897
373,2366204,231353889
374,22567706,27567726
375,27867549,20983465
376,29101316,221021875
377,253165880,254267672
378,202026363,243248626
379,284184427,294371572
380,231051256,201597485
381,241592677,291666413
382,23858468,211507559
383,27530535,223585199
384,2088449,2396722
385,24738911,273934389
386,201694230,261705364
387,212580500,272405672
388,2436628,261739644
389,241014708,231495234
390,27434185,262624068
391,241249856,17968684
392,20354004,288904869
393,22549263,211352664
394,212605572,262728429
395,251619849,294308237
396,242860618,212448993
397,262359327,203477716
398,273213188,223679373
399,256406318,246583127
400,215704142,211707597
401,171090245,201058621
402,23271939,23271939
403,225900787,209573367
404,27434185,209855710
405,22231896,201410695
406,20961584,283436437
407,231738684,292677441
408,21575320,201009944
409,223851599,295210493
410,211208897,231298440
411,231818725,232166472
412,2144218,29146178
413,29980671,22494362
414,291159888,221233127
415,232114667,215004745
416,22104747,27386310
417,2366204,241342887
418,28300372,252498656
419,22549263,212919212
420,22584947,101089374
421,231551973,291924201
422,292597276,203422925
423,27208693,225224586
424,22577349,24581863
425,203392393,234368192
426,211048563,233215534
427,214540379,246971117
428,27420188,244820522
429,208165636,2011374492
430,281151030,291590007
431,20528739,273296590
432,212310433,202965325
433,291475881,217019670
434,29916463,263735359
435,272131131,266125733
436,251746940,283257697
437,24831440,29705133
438,233289988,296053310
439,23976314,271123931
440,241191339,201757816
441,231562251,257522040
442,261515479,292133053
443,201041320,251400184
444,221427784,261953060
445,281024635,221101413
446,28286677,211265065
447,20827255,271119926
448,225450472,2212134925
449,201029524,241029496
450,24908016,249542323
451,2410118025,2610253541
452,22549263,228691975
453,28300372,242158427
454,2366204,241533951
455,22549263,284961850
456,231634585,266478491
457,2810358492,2110474315
458,22549263,241408579
459,251145250,211159692
460,22482748,23648278
461,29602411,283167651
462,286104071,227562517
463,21981248,25638191
464,26526192,27527107
465,201271254,291315542
466,27982445,218605016
467,28203512,2010835230
468,69100711,66100718
469,29459270,28517318
470,291572105,224063578
471,2821624,251009716
472,241339383,283188499
473,231181418,241393304
474,2366204,211365397
475,28955626,231486615
476,26528744,2010718157
477,20670063,28832139
478,291925445,271476972
479,251746940,223624492
480,22549263,201125420
481,21558662,26731048
482,292597276,253034628
483,252005907,237835564
484,211482162,27964851
485,22549263,201166234
486,202066036,282197995
487,231720567,231769281
488,291578276,272940518
489,251275505,272716463
490,22761012,221031513
491,29666813,231082952
492,234342992,204504349
493,29487587,24487658
494,25386684,292590519
495,29822884,202598813
496,241322242,201424943
497,23389324,261210812
498,25947680,262396588
499,202072143,20468459
500,221124971,221417070
501,29743551,25743550
502,29676238,21676328
503,236437723,243540823
504,10947572,21385883
505,253962193,296717016
506,221283120,283221247
507,22242248,27574246
508,242944943,253610035
509,2898578,241005375
510,22549263,281286813
511,20475789,23489581
512,22549263,243242281
513,281249005,222127716
514,223285723,213563159
515,261137186,2811827731
516,241210069,271033449
517,28304582,283031313
518,2373883,222178029
519,2393796,29118314
520,2344956,211754023
521,243230654,293225188
522,26650242,201501476
523,291214597,201344018
524,2527667,273629194
525,221322636,261054101
526,23527165,294251342
527,28628108,231328112
528,23324880,243017397
529,25991973,231228226
530,291380402,20260131
531,22549263,201302325
532,27620433,222503242
533,23720779,27674479
534,281059813,271272117
535,2744897,21944452
536,20827255,20511325
537,2210273,2699061
538,202185082,252549692
539,29943803,251293233
540,201172970,202951551
541,201645253,252309141
542,27389666,204799218
543,20553589,22594010
544,27706011,24854882
545,211294151,277697398
546,248715657,258715799
547,242228675,23597000
548,25996057,203317993
549,235696548,217013042
550,252589396,232243143
551,276564814,2812618639
552,27434185,228568704
553,241210069,21526180
554,20850508,281280885
555,291083766,261090978
556,20187306,218175807
557,26487222,29487232
558,21703424,251464126
559,201123790,231130257
560,251633009,281529231
561,28769186,26769303
562,252624874,2710061585
563,2916776,2616874
564,29602411,277757149
565,231522585,213195758
566,243192074,293802490
567,261199114,262312571
568,2615002,2116586
569,23854982,24933122
570,19943491,262564697
571,211631675,202685027
572,22304640,239421159
573,22458597,201745787
574,151240222,211464290
575,11948952,261220625
576,221021935,214432821
577,201057961,281386674
578,222889533,242967061
579,12236178,26612098
580,2915233,14662408
581,241766308,263063769
582,262021147,253129320
583,244114770,285790123
584,252197458,261999448
585,2066533,21237261
586,17856166,241276888
587,251633009,233476686
588,232134298,277780051
589,292291465,289743703
590,211531219,211532373
591,21257657,27565973
592,245094899,258099985
593,241252627,299599268
594,2445001,202331166
595,283653046,287281893
596,241512171,247290570
597,281139135,271224346
598,29686511,23419348
599,28455061,20523266
600,241430100,22193045
601,283307352,254423877
602,20827255,271043931
603,2366204,221351121
604,28147388,281059383
605,293820507,204842902
606,261587872,2412425827
607,27145143,25160150
608,231627,2010767
609,27434185,204634954
610,283220997,296914286
611,291052133,231052098
612,25438828,24738633
613,261260218,241697484
614,28378154,241101932
615,10170168,2335432
616,251586244,232873272
617,27469144,24989818
618,241210069,20404431
619,25673947,221013163
620,22549263,272270906
621,23770147,281246081
622,21644802,211104320
623,21855457,221972563
624,23975952,23140594
625,2366204,271488470
626,241292268,241294094
627,251246966,241134479
628,291277055,201355344
629,25724814,25906366
630,22549263,242373443
631,214540379,2510916925
632,21647335,234599169
633,27691038,251007100
634,273589030,227081423
635,24382322,231076183
636,29256515,24256540
637,22549263,261433571
638,23956062,29955959
639,255223618,266646721
640,263474202,223574857
641,203030082,254511923
642,22596326,29607072
643,261209060,221223074
644,231309010,211550944
645,251047604,273554740
646,2166069,271100785
647,222970079,213192020
648,203515799,283590019
649,22549263,223136149
650,25460508,221241642
651,23422952,283131710
652,241554772,212209556
653,20716840,27733192
654,253102475,276883925
655,221601925,211602572
656,27215509,24424367
657,292597276,253372907
658,211301322,231305817
659,291226854,237738022
660,22494545,2110551988
661,251737305,243645136
662,234845973,234306335
663,233722556,278475653
664,22399703,28421056
665,242868659,213374981
666,211399917,21987210
667,2032264,263006776
668,21746051,213649556
669,281217138,271345769
670,261133068,281177100
671,25388519,20388542
672,241270059,211455010
673,22549263,231091139
674,2776465,291763370
675,2315348,2112811
676,223690411,213007201
677,203212353,254660849
678,291296642,241296734
679,22572582,25587279
680,26433974,27470103
681,241144024,252189026
682,282859018,249617736
683,223189689,233457126
684,262123852,202123037
685,26923808,271547032
686,227312,2785645
687,24341710,29763716
688,262655671,222924911
689,214538480,287153031
690,2511935812,254420063
691,27623226,27623226
